"is_canceled","lead_time","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","booking_changes","deposit_type","company","days_in_waiting_list","customer_type","required_car_parking_spaces","total_of_special_requests","reservation_status","name","email","phone.number","credit_card"
1,107,"November",45,4,1,2,2,0,0,"HB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Kevin Ayala","Kevin_A@aol.com","610-055-4886","************5901"
0,51,"August",36,31,1,4,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jessica Tate","Jessica.Tate@mail.com","570-975-2712","************7040"
0,1,"October",43,17,1,0,1,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Monica Allen","Allen.Monica@mail.com","651-068-4488","************4882"
0,0,"June",26,27,0,3,2,0,0,"SC","AUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Laura Franklin","Laura_F@att.com","505-264-7400","************4857"
1,201,"June",24,14,0,4,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Sarah Wilson","Wilson.Sarah88@att.com","570-847-2781","************9206"
0,11,"May",19,9,0,1,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",148,0,"Transient",0,1,"Check-Out","Rodney Burton","RBurton@hotmail.com","917-211-4940","************3865"
0,97,"October",41,7,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","James Russell","James.Russell@yahoo.com","660-308-5415","************4990"
1,39,"August",33,14,0,2,2,0,0,"HB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Renee Nelson","Nelson_Renee84@yandex.com","303-936-5758","************3373"
1,305,"January",3,21,2,2,2,0,0,"BB","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Jesse Barker","Barker.Jesse@zoho.com","253-363-9936","************3399"
0,85,"June",24,17,2,2,2,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Michael Green","MGreen@outlook.com","396-869-6682","************5713"
0,42,"December",53,31,2,2,2,1,0,"BB","ESP","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Edward Rivers","Rivers.Edward@zoho.com","258-933-4992","************8147"
1,454,"October",41,6,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Ashley Rodriguez","Rodriguez_Ashley59@outlook.com","115-104-4571","************2334"
1,137,"August",32,2,2,5,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Samantha Le","Le_Samantha@mail.com","804-021-5426","************3440"
1,145,"January",2,3,2,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,85,"Transient",0,0,"Canceled","Timothy Evans","Evans.Timothy74@gmail.com","315-958-2534","************7152"
0,40,"September",40,26,1,3,1,0,0,"BB","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Javier Ford","Javier.Ford@yahoo.com","619-664-8300","************5703"
0,0,"March",12,14,1,1,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Michael Day","Michael_D@verizon.com","753-521-3281","************2151"
1,50,"July",29,13,2,4,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Elizabeth Holmes","ElizabethHolmes@verizon.com","402-044-1982","************8207"
0,6,"July",31,26,0,3,1,0,0,"BB","PRT","Corporate",1,0,1,0,"No Deposit",40,0,"Transient",0,0,"Check-Out","Erica Stone","Stone.Erica@comcast.net","855-237-9629","************8878"
1,407,"May",18,6,2,1,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Megan Hicks","Megan_Hicks49@comcast.net","308-617-1484","************7006"
0,7,"August",36,31,1,2,1,0,0,"HB","ISR","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Micheal Miller","Micheal_M@yandex.com","485-045-0341","************6284"
1,159,"July",29,17,1,0,1,0,0,"SC","AUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Lindsey Morgan","Morgan_Lindsey@comcast.net","132-886-6792","************6054"
1,25,"November",48,25,2,2,2,0,0,"BB","ESP","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Stephanie Hancock","Stephanie_H@verizon.com","895-679-0813","************3904"
1,275,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Amanda Chavez","Chavez_Amanda83@zoho.com","197-895-3975","************5502"
0,15,"June",27,26,2,1,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Alexander Duncan","Alexander_Duncan@zoho.com","681-604-4305","************1603"
1,99,"April",15,15,2,4,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Kristen Kim","Kim_Kristen91@yahoo.com","712-497-1175","************5978"
1,37,"December",53,28,0,3,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Hannah Miller","Miller_Hannah72@mail.com","823-154-3871","************2450"
0,324,"July",29,16,2,0,2,0,0,"SC","RUS","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Amy Phillips","Amy_P@yahoo.com","403-976-9522","************1971"
1,93,"March",13,25,1,2,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Jeffery Kennedy","Kennedy_Jeffery@aol.com","761-262-6924","************7672"
1,56,"May",23,30,1,0,1,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Austin Palmer","Austin.Palmer38@comcast.net","621-622-0086","************8501"
0,116,"March",12,24,0,2,1,0,0,"BB","FRA","Groups",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Christopher Irwin","Irwin.Christopher@yandex.com","789-741-0348","************2007"
0,221,"October",42,17,2,1,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Lee Freeman","Lee.F@xfinity.com","323-693-6833","************8681"
0,202,"November",46,6,2,2,1,0,0,"BB","PRT","Corporate",1,3,6,1,"No Deposit",72,0,"Transient",0,1,"Check-Out","Oscar Drake","Drake_Oscar@att.com","836-121-6088","************8189"
0,58,"March",11,16,1,3,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Nathan Duffy","Nathan_Duffy@comcast.net","653-890-4072","************5973"
0,45,"October",43,24,2,2,2,0,0,"BB","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jimmy Mitchell MD","MD_Jimmy@aol.com","172-002-9702","************7413"
0,64,"April",15,13,0,2,2,0,0,"BB","ESP","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Robert Rivera","Robert_Rivera19@comcast.net","801-271-9548","************1774"
0,14,"November",49,29,0,1,1,0,0,"BB","PRT","Corporate",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jessica Medina","Jessica_Medina@zoho.com","210-991-8804","************4680"
0,24,"December",49,5,2,2,2,0,0,"BB","BEL","Corporate",0,0,0,0,"No Deposit",143,0,"Transient-Party",0,0,"Check-Out","Rachel Williams","RWilliams42@hotmail.com","961-714-5011","************3993"
0,81,"March",13,25,1,2,2,0,0,"BB","IRL","Offline TA/TO",0,0,0,4,"No Deposit",NA,4,"Transient-Party",0,1,"Check-Out","Roberto Reynolds","Roberto_Reynolds@verizon.com","706-165-5911","************5984"
1,13,"April",14,2,2,2,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Jeffrey Kim","Kim.Jeffrey@yandex.com","493-711-8903","************9359"
1,21,"August",32,7,2,5,2,0,0,"SC","PHL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Janet Harris","Janet.H@hotmail.com","449-052-0432","************1376"
0,0,"January",5,25,1,0,1,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Stephanie Taylor","STaylor69@mail.com","702-328-7244","************6960"
1,150,"January",1,2,2,1,2,0,0,"HB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,91,"Transient",0,0,"Canceled","Kevin Bennett","KevinBennett@att.com","615-924-2482","************9459"
0,22,"October",41,2,2,0,2,0,0,"BB","PRT","Direct",0,0,0,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Larry Daniels","Larry_D@verizon.com","641-524-4899","************9778"
1,273,"May",20,13,1,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Joanna Sims","Joanna_Sims@yandex.com","950-444-1553","************5309"
0,41,"March",12,13,2,1,2,0,0,"BB","POL","Corporate",0,0,0,0,"No Deposit",193,0,"Transient-Party",0,0,"Check-Out","Johnny Bonilla","Johnny_Bonilla@att.com","237-924-9271","************1523"
0,76,"May",20,12,1,3,2,0,0,"BB","FRA","Online TA",0,0,0,3,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Linda Tucker","Linda_Tucker@att.com","241-320-2160","************6391"
0,10,"March",10,11,1,1,1,1,0,"BB","ESP","Online TA",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Deborah Page","DPage81@verizon.com","461-286-4925","************2585"
0,9,"August",33,18,1,2,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Bridget Russo","Russo_Bridget@comcast.net","836-044-1124","************2239"
0,195,"June",27,30,0,2,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Steven Armstrong","Steven_A@verizon.com","411-534-4256","************3900"
0,24,"October",44,25,2,0,1,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Mrs. Marilyn Garcia","Mrs..Garcia47@yahoo.com","289-201-9875","************5590"
1,69,"June",25,12,2,4,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Heidi Riggs","Heidi.R27@gmail.com","730-706-3284","************7907"
1,341,"September",39,23,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Transient-Party",0,0,"Canceled","Miranda Calhoun","Miranda.C37@outlook.com","383-270-6847","************1620"
0,265,"June",26,24,0,2,2,0,0,"HB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Samantha Rodriguez","Rodriguez_Samantha47@hotmail.com","800-150-8808","************6068"
0,104,"April",15,13,2,3,3,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Michael Hahn","Michael_Hahn@comcast.net","385-794-9600","************8148"
1,126,"April",16,14,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,39,"Transient",0,0,"Canceled","Veronica Long","Long.Veronica@aol.com","354-513-8692","************1261"
0,150,"October",41,3,1,2,2,0,0,"BB","BRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Timothy Jackson","Timothy.Jackson77@yahoo.com","213-373-7915","************4231"
1,12,"February",7,13,1,0,2,0,0,"HB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Maria Nelson","MNelson@protonmail.com","183-085-0946","************5022"
0,296,"September",39,21,0,4,2,0,0,"HB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Kevin West","KWest@aol.com","649-770-8846","************9415"
0,19,"December",52,24,0,2,2,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Brittany Sanders","Sanders_Brittany@comcast.net","673-950-1293","************9341"
0,242,"July",31,29,0,2,2,0,0,"BB","BEL","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Kendra Dunn","Kendra_Dunn22@att.com","395-562-6562","************4230"
0,204,"October",41,9,2,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Paul Gutierrez","PGutierrez@gmail.com","695-934-5819","************9211"
0,5,"December",51,14,1,3,2,0,0,"BB","FRA","Offline TA/TO",0,0,0,1,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Linda Anderson","Linda_Anderson@xfinity.com","470-825-6832","************3204"
0,48,"August",32,3,0,2,2,0,0,"BB","BEL","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","David Ramirez","Ramirez_David86@xfinity.com","160-093-8145","************5743"
0,18,"November",46,10,0,3,2,0,0,"BB","AGO","Online TA",1,0,1,1,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Dawn Knight","Dawn_Knight@zoho.com","775-859-3437","************9306"
1,0,"May",21,20,0,1,3,0,0,"BB","PRT","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Keith Cruz","Cruz.Keith@zoho.com","794-480-7003","************3257"
0,63,"September",36,4,0,2,2,0,0,"HB","PRT","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Joanna Adams","Adams.Joanna@hotmail.com","579-760-8431","************8445"
1,19,"February",9,26,2,1,1,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,2,"Transient-Party",0,0,"Canceled","Danielle Torres","DanielleTorres@yahoo.com","208-483-3238","************8352"
0,134,"February",8,25,0,1,1,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Michael Gordon","Gordon_Michael@aol.com","494-771-6779","************1847"
1,175,"October",45,30,2,4,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Martin Benson","MartinBenson@mail.com","701-899-5717","************7150"
1,110,"July",30,25,2,1,2,0,0,"HB","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Canceled","Alfred Fox","Alfred_Fox75@yandex.com","589-862-6386","************5252"
0,37,"May",20,8,1,0,1,0,0,"BB","PRT","Corporate",1,0,2,0,"No Deposit",40,0,"Transient-Party",0,0,"Check-Out","Cheryl Doyle","CDoyle@hotmail.com","662-835-0765","************9824"
0,32,"July",30,18,1,1,1,0,0,"BB","PRT","Offline TA/TO",0,0,0,1,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Amy Adams","Adams_Amy@yandex.com","955-673-8811","************9567"
0,54,"September",39,18,1,0,2,0,0,"SC","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Group",0,1,"Check-Out","Meredith Mckinney","Meredith.M@hotmail.com","701-528-9415","************9057"
0,4,"September",38,12,1,0,1,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Samuel Dunlap","SamuelDunlap@yandex.com","696-681-0821","************7011"
0,75,"October",41,8,1,1,3,0,0,"BB","DEU","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Stacey Brown","Stacey_B13@xfinity.com","192-225-5601","************4990"
0,256,"November",49,27,1,0,2,0,0,"SC","CN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Zachary Mitchell","Zachary_Mitchell@aol.com","298-758-3155","************9544"
1,233,"June",25,23,1,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Sheila Hutchinson MD","Sheila.M79@verizon.com","913-715-2264","************2145"
1,107,"September",37,5,1,3,2,0,0,"SC","VEN","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Terri Williams","Terri.W76@att.com","664-579-5736","************8969"
1,13,"March",12,19,2,0,2,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Canceled","Melissa Cole","Melissa_Cole@xfinity.com","191-170-0636","************8995"
0,0,"October",44,27,0,1,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Nicholas Jackson","NicholasJackson51@protonmail.com","655-426-1496","************2491"
0,8,"March",13,30,0,1,1,0,0,"BB","ESP","Corporate",1,0,1,0,"No Deposit",174,0,"Transient",0,0,"Check-Out","Kevin Smith","Smith_Kevin@verizon.com","395-384-1162","************9989"
0,72,"March",14,31,0,3,2,0,0,"BB","NLD","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Matthew Wilson","Wilson_Matthew@att.com","231-346-7254","************1744"
0,7,"June",26,27,0,1,1,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Jamie Lane","Jamie.Lane46@outlook.com","745-482-4365","************3657"
0,3,"October",42,13,0,1,1,0,0,"BB","PRT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Sheri Burch","SheriBurch25@zoho.com","417-059-8211","************4919"
0,24,"May",22,31,2,5,1,0,0,"BB","FIN","Online TA",0,0,0,4,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Robert Adams MD","Robert_MD@verizon.com","495-034-8943","************5302"
1,62,"April",14,6,0,3,1,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Christopher Riggs","Riggs_Christopher@protonmail.com","733-591-6596","************9385"
0,12,"February",6,9,2,4,2,0,0,"BB","ITA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Carlos Valdez","Carlos.V@outlook.com","386-820-0527","************3400"
1,96,"December",49,2,0,2,2,0,0,"SC","CHE","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Canceled","Gregory King","Gregory_King@protonmail.com","393-279-5794","************5741"
0,50,"March",14,31,0,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,0,"Check-Out","Patrick Hernandez","Patrick_Hernandez@hotmail.com","106-388-5603","************5827"
1,321,"September",36,3,0,2,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Contract",0,0,"Canceled","David Thomas","David_Thomas@xfinity.com","895-211-2675","************3838"
0,46,"May",21,19,2,3,2,0,0,"BB","DEU","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Cody Solomon","Cody.S@gmail.com","524-643-9437","************9114"
0,140,"August",33,15,0,1,2,0,0,"SC","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Mark Keller","Mark_K@gmail.com","416-849-6648","************9003"
0,3,"December",50,7,1,2,1,0,0,"BB","FRA","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Monica Anderson","MonicaAnderson@xfinity.com","439-620-2088","************2158"
1,219,"June",23,9,1,2,2,0,0,"BB","PRT","Offline TA/TO",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Emily Williams","Emily_Williams@gmail.com","773-275-8037","************2669"
0,189,"July",31,30,2,3,2,0,0,"BB","AUT","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Kathryn Hoffman","Kathryn_Hoffman@att.com","991-361-0403","************8187"
1,325,"September",37,7,1,1,2,0,0,"BB","PRT","Groups",0,1,0,0,"Non Refund",NA,0,"Contract",0,0,"Canceled","Martin Spencer","MartinSpencer@verizon.com","827-603-0640","************7932"
0,133,"July",28,9,2,1,2,0,0,"BB","BEL","Direct",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,2,"Check-Out","Megan Mayo","MMayo@gmail.com","654-294-4512","************8226"
1,87,"September",39,25,2,3,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Taylor Cross","TaylorCross@gmail.com","349-030-2841","************7211"
1,440,"September",39,22,0,2,2,0,0,"BB","PRT","Groups",0,0,0,0,"Non Refund",NA,0,"Transient",0,0,"Canceled","Jordan Simon","Simon_Jordan@yahoo.com","872-260-8196","************6102"
0,108,"April",16,16,2,2,2,0,0,"BB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Emily Glover","EGlover35@protonmail.com","101-835-4766","************8718"
0,29,"October",40,1,0,1,2,0,0,"BB","GBR","Direct",0,0,0,0,"No Deposit",NA,0,"Transient",0,3,"Check-Out","Brett Stewart","Brett_Stewart@gmail.com","593-599-4185","************8616"
0,116,"December",52,24,2,3,2,0,0,"HB","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Kristin Parker","Parker.Kristin@outlook.com","440-395-1275","************1216"
0,56,"November",45,6,2,2,2,0,0,"BB","ESP","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Jason Chang","Jason_C@aol.com","955-563-0625","************3250"
0,23,"March",11,12,1,0,2,0,0,"BB","USA","Corporate",1,0,1,0,"No Deposit",197,0,"Transient",0,1,"Check-Out","James Brown","James.Brown@hotmail.com","958-042-8360","************4227"
0,137,"August",34,17,1,4,2,0,0,"HB","FRA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Michele Barrera","Michele.Barrera@outlook.com","325-971-4207","************7363"
0,71,"October",43,24,2,1,2,0,0,"BB","FIN","Online TA",0,0,0,0,"No Deposit",NA,0,"Contract",0,2,"Check-Out","Nicole Liu","NLiu@protonmail.com","640-765-9746","************8576"
1,308,"July",27,5,2,5,2,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Brian Williams","Brian_W@outlook.com","372-665-3787","************1766"
1,16,"December",52,24,0,3,1,1,0,"BB","PRT","Direct",1,1,0,0,"No Deposit",NA,0,"Transient",0,1,"Canceled","Lindsey Johnson","Lindsey.Johnson@yandex.com","992-650-9994","************7789"
0,12,"September",38,11,1,0,1,0,0,"BB","CHN","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient-Party",0,1,"Check-Out","Kathy Mendoza","Mendoza_Kathy@verizon.com","901-560-2252","************2168"
0,26,"November",45,2,0,3,2,0,0,"SC","BEL","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Amber Buckley","ABuckley71@mail.com","678-876-9198","************2443"
1,85,"November",45,7,1,1,2,0,0,"HB","PRT","Groups",0,0,0,0,"Non Refund",NA,60,"Transient",0,0,"Canceled","Caitlyn Phelps","CaitlynPhelps@yahoo.com","693-075-0940","************4035"
0,18,"March",13,27,1,1,2,0,0,"SC","ITA","Offline TA/TO",0,0,0,0,"No Deposit",NA,0,"Transient",0,1,"Check-Out","Charles Odonnell","Charles_O@xfinity.com","545-602-5586","************9944"
0,6,"October",42,11,2,1,1,0,0,"BB","GBR","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,2,"Check-Out","Stephen Reynolds","Stephen_R94@comcast.net","442-628-6874","************5659"
0,26,"April",14,7,0,2,2,0,0,"HB","FRA","Online TA",0,0,0,0,"No Deposit",NA,0,"Transient",0,0,"Check-Out","Gregory Wolf","Wolf_Gregory@zoho.com","564-326-4021","************2560"
